league,season,team,player,nation,position,age,born,playing_time,playing_time_1,playing_time_2,playing_time_3,performance,performance_1,performance_2,performance_3,performance_4,performance_5,performance_6,performance_7,expected,expected_1,expected_2,expected_3,progression,progression_1,progression_2,per_90_minutes,per_90_minutes_1,per_90_minutes_2,per_90_minutes_3,per_90_minutes_4,per_90_minutes_5,per_90_minutes_6,per_90_minutes_7,per_90_minutes_8,per_90_minutes_9,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard,standard_1,standard_2,standard_3,standard_4,standard_5,standard_6,standard_7,standard_8,standard_9,standard_10,standard_11,expected_shooting,expected_1_shooting,expected_2_shooting,expected_3_shooting,expected_4,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total,total_1,total_2,total_3,total_4,short,short_1,short_2,medium,medium_1,medium_2,long,long_1,long_2,assists,xag,expected_passing,expected_1_passing,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types,pass_types_1,pass_types_2,pass_types_3,pass_types_4,pass_types_5,pass_types_6,pass_types_7,corner_kicks,corner_kicks_1,corner_kicks_2,outcomes,outcomes_1,outcomes_2,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca,sca_1,sca_types,sca_types_1,sca_types_2,sca_types_3,sca_types_4,sca_types_5,gca,gca_1,gca_types,gca_types_1,gca_types_2,gca_types_3,gca_types_4,gca_types_5,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles,tackles_1,tackles_2,tackles_3,tackles_4,challenges,challenges_1,challenges_2,challenges_3,blocks,blocks_1,blocks_2,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches,touches_1,touches_2,touches_3,touches_4,touches_5,touches_6,take-ons,take-ons_1,take-ons_2,take-ons_3,take-ons_4,carries,carries_1,carries_2,carries_3,carries_4,carries_5,carries_6,carries_7,receiving,receiving_1,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_playing_time,playing_time_1_playing_time,playing_time_2_playing_time,playing_time_3_playing_time,playing_time_4,starts,starts_1,starts_2,subs,subs_1,subs_2,team_success,team_success_1,team_success_2,team_success_3,team_success_4,team_success_5,team_success_(xg),team_success_(xg)_1,team_success_(xg)_2,team_success_(xg)_3,team_success_(xg)_4,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_misc,performance_1_misc,performance_2_misc,performance_3_misc,performance_4_misc,performance_5_misc,performance_6_misc,performance_7_misc,performance_8,performance_9,performance_10,performance_11,performance_12,aerial_duels,aerial_duels_1,aerial_duels_2,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_keeper,playing_time_1_keeper,playing_time_2_keeper,playing_time_3_keeper,performance_keeper,performance_1_keeper,performance_2_keeper,performance_3_keeper,performance_4_keeper,performance_5_keeper,performance_6_keeper,performance_7_keeper,performance_8_keeper,performance_9_keeper,penalty_kicks,penalty_kicks_1,penalty_kicks_2,penalty_kicks_3,penalty_kicks_4,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals,goals_1,goals_2,goals_3,goals_4,expected_keeper_adv,expected_1_keeper_adv,expected_2_keeper_adv,expected_3_keeper_adv,launched,launched_1,launched_2,passes,passes_1,passes_2,passes_3,goal_kicks,goal_kicks_1,goal_kicks_2,crosses,crosses_1,crosses_2,sweeper,sweeper_1,sweeper_2,stat_type_keeper_adv
ESP-La Liga,2025-26,Barcelona,Dani Olmo,ESP,"MF,FW",27-116,1998.0,2,0,90,1.0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,3,4,12,0.0,0.0,0.0,0.0,0.0,0.49,0.16,0.65,0.49,0.65,standard,ESP,"MF,FW",27-116,1998.0,1.0,0,7,2,28.6,7.0,2.0,0.0,0.0,17.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,shooting,ESP,"MF,FW",27-116,1998.0,1.0,43,54,79.6,601,139,29,32,90.6,11,13,84.6,2,4,50.0,0.0,0.2,0.8,-0.2,2.0,4.0,3.0,0.0,4.0,passing,ESP,"MF,FW",27-116,1998.0,1.0,54.0,47,7,0,0,0,1,2,5,1,0,0,43,0,2,passing_types,ESP,"MF,FW",27-116,1998.0,1.0,8,8.0,6,1,0,1,0,0,1,1.0,1,0,0,0,0,0,goal_shot_creation,ESP,"MF,FW",27-116,1998.0,1.0,1,1,0,1,0,1,1,100.0,0,1,0,1,1.0,2.0,0.0,0.0,defense,ESP,"MF,FW",27-116,1998.0,1.0,70,0,4,25,42,13,70,0,0,Unknown,0,Unknown,38,212,99,3,2,1,4,1,51,12,possession,ESP,"MF,FW",27-116,1998.0,2,90,45,50.0,1.0,0,Unknown,0,2,45,0,3.0,4,0,4,4.0,4.0,2.5,0.7,1.8,1.8,1.64,playing_time,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Barcelona,Fermin López,ESP,"MF,FW",20.0,2003.0,31,14,1446,16.1,8,0,8,8,0,0,2,0,7.5,7.5,1.1,8.6,42,76,93,0.5,0.0,0.5,0.5,0.5,0.47,0.07,0.54,0.47,0.54,standard,ESP,"MF,FW",20.0,2003.0,16.1,8,51,24,47.1,3.17,1.49,0.16,0.33,15.9,0,0,0,7.5,7.5,0.15,0.5,0.5,shooting,ESP,"MF,FW",20.0,2003.0,16.1,522,631,82.7,7613,1710,321,349,92.0,138,172,80.2,38,54,70.4,0.0,1.1,1.3,-1.1,18.0,53.0,16.0,2.0,76.0,passing,ESP,"MF,FW",20.0,2003.0,16.1,631.0,614,12,1,3,10,17,3,0,0,0,0,522,5,20,passing_types,ESP,"MF,FW",20.0,2003.0,16.1,42,2.61,33,0,5,4,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,"MF,FW",20.0,2003.0,16.1,41,21,15,18,8,14,40,35.0,26,14,1,13,4.0,45.0,9.0,0.0,defense,ESP,"MF,FW",20.0,2003.0,16.1,841,11,95,418,335,69,841,38,22,57.9,12,31.6,486,2639,1446,42,28,10,51,25,618,93,possession,ESP,"MF,FW",20.0,2003.0,31,1446,47,42.3,16.1,14,70,1,17,28,6,2.29,31,15,16,1.0,0.13,29.8,17.7,12.1,0.75,-0.33,playing_time,ESP,"MF,FW",20.0,2003.0,16.1,2,0,0,43,17,10,17,4,21,0,0,0,70,8,23,25.8,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2024-25,Barcelona,Fermin López,ESP,"MF,FW",21.0,2003.0,28,12,1252,13.9,6,5,11,6,0,0,4,1,5.6,5.6,3.9,9.5,31,79,108,0.43,0.36,0.79,0.43,0.79,0.41,0.28,0.69,0.41,0.69,standard,ESP,"MF,FW",21.0,2003.0,13.9,6,41,15,36.6,2.95,1.08,0.15,0.4,18.0,0,0,0,5.6,5.6,0.14,0.4,0.4,shooting,ESP,"MF,FW",21.0,2003.0,13.9,552,675,81.8,8398,2128,313,350,89.4,174,210,82.9,37,63,58.7,5.0,3.9,4.3,1.1,29.0,65.0,20.0,6.0,79.0,passing,ESP,"MF,FW",21.0,2003.0,13.9,675.0,624,48,6,8,5,47,4,28,12,2,1,552,3,12,passing_types,ESP,"MF,FW",21.0,2003.0,13.9,57,4.1,39,5,6,4,1,2,7,0.5,7,0,0,0,0,0,goal_shot_creation,ESP,"MF,FW",21.0,2003.0,13.9,19,15,3,9,7,8,32,25.0,24,11,0,11,5.0,24.0,3.0,0.0,defense,ESP,"MF,FW",21.0,2003.0,13.9,858,5,58,366,441,59,858,55,25,45.5,26,47.3,490,2516,1137,31,22,12,36,16,649,108,possession,ESP,"MF,FW",21.0,2003.0,28,1252,45,36.6,13.9,12,69,4,16,27,3,2.32,31,15,16,1.15,-0.8,30.2,14.4,15.8,1.14,-0.26,playing_time,ESP,"MF,FW",21.0,2003.0,13.9,4,1,0,27,21,5,47,5,15,0,0,0,66,9,18,33.3,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Barcelona,Gavi,ESP,"MF,FW",18.0,2004.0,12,10,944,10.5,1,1,2,1,0,0,5,0,0.9,0.9,1.1,2.0,26,39,38,0.1,0.1,0.19,0.1,0.19,0.09,0.1,0.19,0.09,0.19,standard,ESP,"MF,FW",18.0,2004.0,10.5,1,9,4,44.4,0.86,0.38,0.11,0.25,15.2,0,0,0,0.9,0.9,0.11,0.1,0.1,shooting,ESP,"MF,FW",18.0,2004.0,10.5,489,541,90.4,7119,1400,297,315,94.3,146,165,88.5,28,35,80.0,1.0,1.1,1.4,-0.1,11.0,37.0,8.0,2.0,39.0,passing,ESP,"MF,FW",18.0,2004.0,10.5,541.0,514,26,18,3,6,8,6,0,0,0,0,489,1,8,passing_types,ESP,"MF,FW",18.0,2004.0,10.5,27,2.57,24,0,2,0,0,1,3,0.29,3,0,0,0,0,0,goal_shot_creation,ESP,"MF,FW",18.0,2004.0,10.5,39,21,20,14,5,18,36,50.0,18,19,3,16,8.0,47.0,16.0,1.0,defense,ESP,"MF,FW",18.0,2004.0,10.5,678,27,108,394,181,18,678,22,12,54.5,8,36.4,424,2231,1170,26,24,3,19,11,479,38,possession,ESP,"MF,FW",18.0,2004.0,12,944,79,27.6,10.5,10,88,9,2,34,0,2.25,22,11,11,1.05,0.18,22.7,10.9,11.9,1.13,0.26,playing_time,ESP,"MF,FW",18.0,2004.0,10.5,5,0,0,31,23,4,8,8,21,0,0,0,44,13,26,33.3,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2024-25,Barcelona,Gavi,ESP,"MF,FW",19.0,2004.0,26,14,1085,12.1,1,1,2,1,0,0,4,0,0.9,0.9,1.6,2.4,13,77,42,0.08,0.08,0.17,0.08,0.17,0.07,0.13,0.2,0.07,0.2,standard,ESP,"MF,FW",19.0,2004.0,12.1,1,11,1,9.1,0.91,0.08,0.09,1.0,15.3,0,0,0,0.9,0.9,0.08,0.1,0.1,shooting,ESP,"MF,FW",19.0,2004.0,12.1,733,814,90.0,10848,2687,401,422,95.0,254,283,89.8,35,44,79.5,1.0,1.6,1.5,-0.6,14.0,92.0,11.0,1.0,77.0,passing,ESP,"MF,FW",19.0,2004.0,12.1,814.0,792,21,13,1,5,9,5,1,0,0,0,733,1,7,passing_types,ESP,"MF,FW",19.0,2004.0,12.1,39,3.24,37,0,1,1,0,0,4,0.33,4,0,0,0,0,0,goal_shot_creation,ESP,"MF,FW",19.0,2004.0,12.1,30,21,10,15,5,15,26,57.7,11,14,1,13,10.0,40.0,7.0,0.0,defense,ESP,"MF,FW",19.0,2004.0,12.1,943,10,107,601,240,34,943,18,9,50.0,5,27.8,557,2274,1128,13,16,1,19,9,712,42,possession,ESP,"MF,FW",19.0,2004.0,26,1085,42,31.7,12.1,14,69,4,12,10,3,2.12,26,12,14,1.16,-0.73,29.1,10.9,18.1,1.5,0.29,playing_time,ESP,"MF,FW",19.0,2004.0,12.1,4,0,0,38,26,1,9,10,21,0,0,0,61,21,26,44.7,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2024-25,Barcelona,Pablo Torre,ESP,"MF,FW",21.0,2003.0,10,4,310,3.4,3,1,4,3,0,0,0,0,0.4,0.4,0.8,1.1,5,17,20,0.87,0.29,1.16,0.87,1.16,0.11,0.23,0.33,0.11,0.33,standard,ESP,"MF,FW",21.0,2003.0,3.4,3,6,4,66.7,1.74,1.16,0.5,0.75,23.5,1,0,0,0.4,0.4,0.06,2.6,2.6,shooting,ESP,"MF,FW",21.0,2003.0,3.4,180,220,81.8,2702,678,96,108,88.9,65,73,89.0,11,21,52.4,1.0,0.8,1.3,0.2,8.0,13.0,4.0,1.0,17.0,passing,ESP,"MF,FW",21.0,2003.0,3.4,220.0,198,21,5,3,0,13,0,14,9,1,0,180,1,4,passing_types,ESP,"MF,FW",21.0,2003.0,3.4,18,5.24,14,2,0,0,1,1,3,0.87,3,0,0,0,0,0,goal_shot_creation,ESP,"MF,FW",21.0,2003.0,3.4,5,4,1,3,1,2,4,50.0,2,0,0,0,3.0,8.0,5.0,1.0,defense,ESP,"MF,FW",21.0,2003.0,3.4,254,5,27,120,109,10,254,6,2,33.3,3,50.0,130,503,205,5,7,0,5,6,190,20,possession,ESP,"MF,FW",21.0,2003.0,10,310,31,9.1,3.4,4,56,0,6,15,26,2.2,9,4,5,1.45,-0.23,7.0,5.0,2.0,0.57,-0.8,playing_time,ESP,"MF,FW",21.0,2003.0,3.4,0,0,0,4,8,1,13,3,4,0,0,0,15,1,6,14.3,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Barcelona,Pedri,ESP,"MF,FW",20.0,2002.0,24,16,1476,16.4,4,2,6,4,0,0,3,0,3.1,3.1,4.2,7.3,41,136,81,0.24,0.12,0.37,0.24,0.37,0.19,0.25,0.44,0.19,0.44,standard,ESP,"MF,FW",20.0,2002.0,16.4,4,15,7,46.7,0.91,0.43,0.27,0.57,14.5,0,0,0,3.1,3.1,0.21,0.9,0.9,shooting,ESP,"MF,FW",20.0,2002.0,16.4,1035,1189,87.0,17171,3933,497,555,89.5,435,478,91.0,78,95,82.1,2.0,4.2,4.1,-2.2,37.0,83.0,37.0,4.0,136.0,passing,ESP,"MF,FW",20.0,2002.0,16.4,1189.0,1138,44,23,11,5,9,8,3,0,2,0,1035,7,23,passing_types,ESP,"MF,FW",20.0,2002.0,16.4,69,4.21,63,1,1,1,3,0,6,0.37,6,0,0,0,0,0,goal_shot_creation,ESP,"MF,FW",20.0,2002.0,16.4,33,24,16,13,4,8,27,29.6,19,27,3,24,14.0,47.0,10.0,0.0,defense,ESP,"MF,FW",20.0,2002.0,16.4,1359,22,171,773,427,36,1359,38,16,42.1,20,52.6,823,4535,2333,41,42,7,31,15,1080,81,possession,ESP,"MF,FW",20.0,2002.0,24,1476,62,43.2,16.4,16,78,3,8,29,0,2.08,32,20,12,0.73,-0.33,34.0,18.2,15.8,0.96,0.03,playing_time,ESP,"MF,FW",20.0,2002.0,16.4,3,0,0,11,22,1,9,14,24,0,0,0,82,3,5,37.5,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2024-25,Betis,Giovani Lo Celso,ARG,"MF,FW",28.0,1996.0,25,15,1457,16.2,8,3,11,6,2,3,4,0,4.8,2.4,4.9,7.3,26,132,66,0.49,0.19,0.68,0.37,0.56,0.29,0.3,0.59,0.15,0.45,standard,ARG,"MF,FW",28.0,1996.0,16.2,8,31,16,51.6,1.91,0.99,0.19,0.38,22.0,4,2,3,4.8,2.4,0.08,3.2,3.6,shooting,ARG,"MF,FW",28.0,1996.0,16.2,766,970,79.0,12440,4308,383,434,88.2,265,325,81.5,74,135,54.8,3.0,4.9,5.2,-1.9,43.0,89.0,41.0,1.0,132.0,passing,ARG,"MF,FW",28.0,1996.0,16.2,970.0,812,157,73,15,8,95,11,67,36,22,0,766,1,21,passing_types,ARG,"MF,FW",28.0,1996.0,16.2,93,5.74,67,19,3,0,4,0,9,0.56,6,1,2,0,0,0,goal_shot_creation,ARG,"MF,FW",28.0,1996.0,16.2,34,22,8,17,9,17,25,68.0,8,14,2,12,5.0,39.0,3.0,1.0,defense,ARG,"MF,FW",28.0,1996.0,16.2,1167,7,114,558,506,53,1164,55,21,38.2,27,49.1,702,3247,1450,26,31,9,38,31,832,66,possession,ARG,"MF,FW",28.0,1996.0,25,1457,58,42.6,16.2,15,78,7,10,29,0,1.4,22,20,2,0.12,-0.11,25.0,19.2,5.7,0.35,0.43,playing_time,ARG,"MF,FW",28.0,1996.0,16.2,4,0,0,13,63,0,95,5,22,0,0,0,76,5,11,31.3,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2024-25,Betis,Iker Losada,ESP,"MF,FW",22.0,2001.0,10,3,336,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,16,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21,standard,ESP,"MF,FW",22.0,2001.0,3.7,0,5,1,20.0,1.34,0.27,0.0,0.0,18.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5,shooting,ESP,"MF,FW",22.0,2001.0,3.7,107,142,75.4,1421,331,73,87,83.9,25,34,73.5,4,8,50.0,0.0,0.3,0.2,-0.3,6.0,4.0,5.0,1.0,14.0,passing,ESP,"MF,FW",22.0,2001.0,3.7,142.0,141,1,1,2,1,4,0,0,0,0,0,107,0,6,passing_types,ESP,"MF,FW",22.0,2001.0,3.7,8,2.14,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,"MF,FW",22.0,2001.0,3.7,10,7,2,4,4,5,10,50.0,5,2,0,2,3.0,13.0,2.0,0.0,defense,ESP,"MF,FW",22.0,2001.0,3.7,180,1,30,73,80,6,180,6,2,33.3,4,66.7,101,569,294,9,6,1,6,5,130,16,possession,ESP,"MF,FW",22.0,2001.0,10,336,34,9.8,3.7,3,67,0,7,19,11,1.5,4,8,-4,-1.07,-1.39,5.5,6.1,-0.7,-0.18,-0.32,playing_time,ESP,"MF,FW",22.0,2001.0,3.7,0,0,0,1,2,0,4,3,7,0,0,0,19,3,4,42.9,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Betis,Nabil Fekir,FRA,"MF,FW",30.0,1993.0,19,10,1049,11.7,1,2,3,1,0,0,1,0,2.2,2.2,2.3,4.6,32,67,77,0.09,0.17,0.26,0.09,0.26,0.19,0.2,0.39,0.19,0.39,standard,FRA,"MF,FW",30.0,1993.0,11.7,1,28,7,25.0,2.4,0.6,0.04,0.14,19.2,6,0,0,2.2,2.2,0.08,-1.2,-1.2,shooting,FRA,"MF,FW",30.0,1993.0,11.7,482,611,78.9,6682,2256,272,312,87.2,131,151,86.8,33,71,46.5,2.0,2.3,2.7,-0.3,30.0,53.0,21.0,3.0,67.0,passing,FRA,"MF,FW",30.0,1993.0,11.7,611.0,534,73,29,3,5,56,3,34,13,17,0,482,4,16,passing_types,FRA,"MF,FW",30.0,1993.0,11.7,60,5.14,38,11,3,3,5,0,3,0.26,2,0,1,0,0,0,goal_shot_creation,FRA,"MF,FW",30.0,1993.0,11.7,15,10,5,7,3,5,10,50.0,5,9,0,9,7.0,22.0,3.0,0.0,defense,FRA,"MF,FW",30.0,1993.0,11.7,749,4,48,361,351,54,749,34,21,61.8,6,17.6,449,2232,1113,32,28,7,43,23,584,77,possession,FRA,"MF,FW",30.0,1993.0,19,1049,55,30.7,11.7,10,80,4,9,28,2,1.79,19,15,4,0.34,0.38,14.0,12.9,1.1,0.09,0.37,playing_time,FRA,"MF,FW",30.0,1993.0,11.7,1,0,0,22,35,8,56,7,10,0,0,0,42,10,11,47.6,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2024-25,Betis,Pablo Fornals,ESP,"MF,FW",28.0,1996.0,26,22,1827,20.3,2,0,2,2,0,0,2,0,1.8,1.8,3.3,5.1,32,146,85,0.1,0.0,0.1,0.1,0.1,0.09,0.16,0.25,0.09,0.25,standard,ESP,"MF,FW",28.0,1996.0,20.3,2,23,4,17.4,1.13,0.2,0.09,0.5,21.7,0,0,0,1.8,1.8,0.08,0.2,0.2,shooting,ESP,"MF,FW",28.0,1996.0,20.3,887,1109,80.0,14428,4985,452,512,88.3,333,417,79.9,72,112,64.3,0.0,3.3,2.9,-3.3,36.0,93.0,33.0,8.0,146.0,passing,ESP,"MF,FW",28.0,1996.0,20.3,1109.0,1051,55,20,10,10,54,12,23,7,6,0,887,3,26,passing_types,ESP,"MF,FW",28.0,1996.0,20.3,88,4.33,78,5,2,3,0,0,9,0.44,9,0,0,0,0,0,goal_shot_creation,ESP,"MF,FW",28.0,1996.0,20.3,21,13,12,6,3,10,30,33.3,20,24,4,20,23.0,44.0,15.0,1.0,defense,ESP,"MF,FW",28.0,1996.0,20.3,1272,20,171,684,428,36,1272,28,8,28.6,20,71.4,777,3245,1523,32,34,7,24,16,911,85,possession,ESP,"MF,FW",28.0,1996.0,26,1827,70,53.4,20.3,22,78,7,4,28,2,1.54,26,24,2,0.1,-0.18,27.2,28.1,-0.9,-0.04,-0.33,playing_time,ESP,"MF,FW",28.0,1996.0,20.3,2,0,0,12,14,3,54,23,13,0,0,0,114,18,21,46.2,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
