league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_a,performance_g_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g_a,per_90_minutes_g_pk,per_90_minutes_g_a_pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg_xag,per_90_minutes_npxg,per_90_minutes_npxg_xag,stat_type,nation_possession,position_possession,age_possession,born_possession,90s,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take-ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success__/_,team_success__/_90,team_success_on_off,team_success_xg_onxg,team_success_xg_onxga,team_success_xg_xg_/_,team_success_xg_xg_/_90,team_success_xg_on_off,stat_type_playing_time,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,stat_type_defense,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,ast,xag,expected_xa,expected_a_xag,kp,1/3,ppa,crspa,prgp,stat_type_passing,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg_/_,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv,nation_shooting,position_shooting,age_shooting,born_shooting,90s_shooting,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g_xg,expected_np:g_xg,stat_type_shooting,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc
ESP-La Liga,2024-25,Celta Vigo,Sergio Carreira,ESP,"MF,DF",23.0,2000.0,23,19,1656,18.4,0,4,4,0,0,0,1,0,0.6,0.6,3.1,3.7,39,53,140,0.0,0.22,0.22,0.0,0.22,0.03,0.17,0.2,0.03,0.2,standard,ESP,"MF,DF",23.0,2000.0,18.4,1057,36,277,408,380,52,1057,30,14,46.7,13,43.3,571,3064,1421,39,22,16,16,14,672,140,possession,ESP,"MF,DF",23.0,2000.0,23,1656.0,72.0,48.4,18.4,19,82.0,14,4,25.0,9,1.52,26.0,24.0,2.0,0.11,0.11,22.2,20.8,1.4,0.08,-0.4,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",23.0,2000.0,18.4,28,16,16,6,6,14,26,53.8,12,20,2,18,17,45,37,0,defense,ESP,"MF,DF",23.0,2000.0,18.4,681,895,76.1,11545,3606,318,369,86.2,310,388,79.9,48,92,52.2,4,3.1,2.4,0.9,16,35,24,8,53,passing,ESP,"MF,DF",23.0,2000.0,18.4,36,1.96,32,1,3,0,0,0,4,0.22,4,0,0,0,0,0,goal_shot_creation,ESP,"MF,DF",23.0,2000.0,18.4,895,745,147,3,2,4,41,143,1,0,0,0,681,3,30,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",23.0,2000.0,18.4,0,13,3,23.1,0.71,0.16,0.0,0.0,15.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting,ESP,"MF,DF",23.0,2000.0,18.4,1.0,0.0,0.0,19.0,7.0,3.0,41.0,17.0,16.0,0.0,0.0,0.0,66.0,3.0,14.0,17.6,misc
ESP-La Liga,2024-25,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",25.0,1999.0,34,31,2729,30.3,4,6,10,4,0,0,6,1,1.5,1.5,5.6,7.1,69,200,194,0.13,0.2,0.33,0.13,0.33,0.05,0.19,0.23,0.05,0.23,standard,ESP,"MF,DF",25.0,1999.0,30.3,2460,63,598,1123,759,42,2460,60,25,41.7,31,51.7,1386,6489,3345,69,62,12,41,14,1692,194,possession,ESP,"MF,DF",25.0,1999.0,34,2729.0,80.0,79.8,30.3,31,83.0,20,3,48.0,0,1.56,50.0,47.0,3.0,0.1,0.23,46.8,35.6,11.2,0.37,0.41,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",25.0,1999.0,30.3,38,24,21,12,5,26,69,37.7,43,35,5,30,22,60,46,7,defense,ESP,"MF,DF",25.0,1999.0,30.3,1692,2197,77.0,29803,11814,770,852,90.4,709,893,79.4,173,348,49.7,6,5.6,6.4,0.4,35,176,69,11,200,passing,ESP,"MF,DF",25.0,1999.0,30.3,97,3.2,77,9,2,4,3,2,14,0.46,10,1,2,0,1,0,goal_shot_creation,ESP,"MF,DF",25.0,1999.0,30.3,2197,1814,374,69,15,14,139,270,35,14,16,0,1692,9,40,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",25.0,1999.0,30.3,4,33,10,30.3,1.09,0.33,0.12,0.4,23.3,8,0,0,1.5,1.5,0.04,2.5,2.5,shooting,ESP,"MF,DF",25.0,1999.0,30.3,6.0,1.0,0.0,24.0,31.0,2.0,139.0,22.0,24.0,1.0,0.0,0.0,138.0,11.0,11.0,50.0,misc
ESP-La Liga,2025-26,Elche,Jairo Izquierdo,ESP,"MF,DF",31-313,1993.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,"MF,DF",31-313,1993.0,0.3,17,0,4,6,7,0,17,0,0,0.0,0,0.0,13,63,23,1,0,0,0,1,13,3,possession,ESP,"MF,DF",31-313,1993.0,1,24.0,24.0,8.9,0.3,0,0.0,0,1,24.0,2,1.0,1.0,0.0,1.0,3.75,3.38,0.2,0.3,-0.1,-0.27,0.44,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",31-313,1993.0,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,defense,ESP,"MF,DF",31-313,1993.0,0.3,12,17,70.6,194,26,7,8,87.5,4,6,66.7,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,"MF,DF",31-313,1993.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,"MF,DF",31-313,1993.0,0.3,17,16,1,0,0,0,3,1,0,0,0,0,12,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",31-313,1993.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Espanyol,Naci Ünüvar,NED,"MF,DF",21.0,2003.0,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.23,0.14,0.23,standard,NED,"MF,DF",21.0,2003.0,0.3,23,0,3,8,12,2,23,2,0,0.0,1,50.0,14,68,34,1,0,0,0,0,15,4,possession,NED,"MF,DF",21.0,2003.0,2,31.0,16.0,0.9,0.3,0,0.0,0,2,16.0,10,0.0,0.0,0.0,0.0,0.0,0.29,0.3,0.2,0.0,0.09,0.61,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NED,"MF,DF",21.0,2003.0,0.3,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,defense,NED,"MF,DF",21.0,2003.0,0.3,13,18,72.2,193,38,7,8,87.5,3,3,100.0,2,4,50.0,0,0.0,0.1,0.0,1,1,1,1,1,passing,NED,"MF,DF",21.0,2003.0,0.3,2,5.63,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,NED,"MF,DF",21.0,2003.0,0.3,18,18,0,0,0,0,2,0,0,0,0,0,13,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NED,"MF,DF",21.0,2003.0,0.3,0,1,0,0.0,2.9,0.0,0.0,0.0,14.2,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting,NED,"MF,DF",21.0,2003.0,0.3,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,misc
ESP-La Liga,2024-25,Espanyol,Álvaro Tejero,ESP,"MF,DF",28.0,1996.0,28,13,1238,13.8,1,4,5,1,0,0,2,0,0.6,0.6,2.9,3.5,27,46,72,0.07,0.29,0.36,0.07,0.36,0.04,0.21,0.26,0.04,0.26,standard,ESP,"MF,DF",28.0,1996.0,13.8,757,33,162,322,286,13,757,14,3,21.4,10,71.4,336,1885,892,27,17,2,17,6,394,72,possession,ESP,"MF,DF",28.0,1996.0,28,1238.0,44.0,36.2,13.8,13,75.0,4,15,18.0,9,0.96,16.0,26.0,-10.0,-0.73,-0.69,10.8,23.6,-12.8,-0.93,-0.66,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",28.0,1996.0,13.8,14,4,7,6,1,7,23,30.4,16,9,1,8,13,27,34,1,defense,ESP,"MF,DF",28.0,1996.0,13.8,453,626,72.4,8414,3082,191,213,89.7,194,235,82.6,57,137,41.6,4,2.9,3.6,1.1,33,26,21,12,46,passing,ESP,"MF,DF",28.0,1996.0,13.8,55,4.0,28,23,1,1,1,1,9,0.65,4,3,1,1,0,0,goal_shot_creation,ESP,"MF,DF",28.0,1996.0,13.8,626,472,152,35,1,4,113,64,53,15,28,1,453,2,15,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",28.0,1996.0,13.8,1,17,4,23.5,1.24,0.29,0.06,0.25,26.1,6,0,0,0.6,0.6,0.04,0.4,0.4,shooting,ESP,"MF,DF",28.0,1996.0,13.8,2.0,0.0,0.0,14.0,19.0,1.0,113.0,13.0,4.0,0.0,0.0,0.0,64.0,10.0,12.0,45.5,misc
ESP-La Liga,2024-25,Getafe,Ismael Bekhoucha,MAR,"MF,DF",19.0,2004.0,5,0,69,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,"MF,DF",19.0,2004.0,0.8,35,7,14,13,9,0,35,3,2,66.7,1,33.3,16,71,35,1,0,0,2,0,16,1,possession,MAR,"MF,DF",19.0,2004.0,5,69.0,14.0,2.0,0.8,0,0.0,0,5,14.0,6,0.2,0.0,2.0,-2.0,-2.61,-2.53,1.4,0.9,0.5,0.63,0.9,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,MAR,"MF,DF",19.0,2004.0,0.8,1,1,1,0,0,1,2,50.0,1,2,1,1,2,3,2,0,defense,MAR,"MF,DF",19.0,2004.0,0.8,17,24,70.8,224,74,13,14,92.9,4,5,80.0,0,3,0.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,MAR,"MF,DF",19.0,2004.0,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,MAR,"MF,DF",19.0,2004.0,0.8,24,19,4,2,0,0,1,2,0,0,0,0,17,1,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,MAR,"MF,DF",19.0,2004.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,MAR,"MF,DF",19.0,2004.0,0.8,2.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0,misc
ESP-La Liga,2023-24,Getafe,Jordi,ESP,"MF,DF",22.0,2001.0,13,5,573,6.4,0,0,0,0,0,0,1,0,1.3,1.3,0.6,1.8,6,14,28,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28,standard,ESP,"MF,DF",22.0,2001.0,6.4,336,7,50,155,134,14,336,20,7,35.0,10,50.0,180,797,336,6,14,2,12,9,206,28,possession,ESP,"MF,DF",22.0,2001.0,13,573.0,44.0,16.8,6.4,5,69.0,0,8,29.0,11,1.23,11.0,7.0,4.0,0.63,1.13,10.1,8.8,1.3,0.2,0.5,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",22.0,2001.0,6.4,16,11,3,11,2,7,15,46.7,8,7,2,5,8,24,7,0,defense,ESP,"MF,DF",22.0,2001.0,6.4,150,242,62.0,2237,608,89,112,79.5,50,88,56.8,7,21,33.3,0,0.6,0.4,-0.6,7,13,2,1,14,passing,ESP,"MF,DF",22.0,2001.0,6.4,11,1.72,8,0,1,2,0,0,2,0.31,1,0,0,1,0,0,goal_shot_creation,ESP,"MF,DF",22.0,2001.0,6.4,242,233,6,0,1,1,22,6,0,0,0,0,150,3,7,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",22.0,2001.0,6.4,0,7,3,42.9,1.1,0.47,0.0,0.0,12.9,0,0,0,1.3,1.3,0.18,-1.3,-1.3,shooting,ESP,"MF,DF",22.0,2001.0,6.4,1.0,0.0,0.0,19.0,6.0,1.0,22.0,8.0,11.0,0.0,1.0,0.0,36.0,11.0,21.0,34.4,misc
ESP-La Liga,2024-25,Getafe,Juan Bernat,ESP,"MF,DF",31.0,1993.0,14,9,699,7.8,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,14,36,0.0,0.13,0.13,0.0,0.13,0.02,0.09,0.11,0.02,0.11,standard,ESP,"MF,DF",31.0,1993.0,7.8,291,12,62,132,103,15,291,23,12,52.2,11,47.8,148,636,190,2,6,2,17,15,158,36,possession,ESP,"MF,DF",31.0,1993.0,14,699.0,50.0,20.4,7.8,9,67.0,1,5,18.0,1,1.29,8.0,12.0,-4.0,-0.52,-0.48,9.2,12.7,-3.5,-0.45,-0.26,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",31.0,1993.0,7.8,19,13,9,5,5,7,12,58.3,5,9,3,6,2,21,12,0,defense,ESP,"MF,DF",31.0,1993.0,7.8,142,198,71.7,1831,507,93,111,83.8,35,48,72.9,4,9,44.4,1,0.7,0.4,0.3,7,10,7,3,14,passing,ESP,"MF,DF",31.0,1993.0,7.8,10,1.29,10,0,0,0,0,0,1,0.13,1,0,0,0,0,0,goal_shot_creation,ESP,"MF,DF",31.0,1993.0,7.8,198,182,14,0,0,0,13,14,0,0,0,0,142,2,14,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",31.0,1993.0,7.8,0,4,0,0.0,0.52,0.0,0.0,0.0,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,ESP,"MF,DF",31.0,1993.0,7.8,0.0,0.0,0.0,11.0,6.0,1.0,13.0,2.0,13.0,0.0,0.0,0.0,26.0,11.0,13.0,45.8,misc
ESP-La Liga,2023-24,Granada,Martin Hongla,CMR,"MF,DF",25.0,1998.0,13,6,562,6.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,16,5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,CMR,"MF,DF",25.0,1998.0,6.2,327,18,113,191,27,1,327,3,0,0.0,3,100.0,197,898,397,3,3,0,8,0,214,5,possession,CMR,"MF,DF",25.0,1998.0,13,562.0,43.0,16.4,6.2,6,70.0,1,7,20.0,3,0.69,5.0,16.0,-11.0,-1.76,-0.82,5.0,11.4,-6.4,-1.02,-0.54,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CMR,"MF,DF",25.0,1998.0,6.2,7,3,2,5,0,3,9,33.3,6,6,3,3,6,13,13,1,defense,CMR,"MF,DF",25.0,1998.0,6.2,237,283,83.7,4465,1179,87,95,91.6,118,131,90.1,29,48,60.4,0,0.0,0.1,0.0,0,20,1,0,16,passing,CMR,"MF,DF",25.0,1998.0,6.2,3,0.48,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,CMR,"MF,DF",25.0,1998.0,6.2,283,273,9,7,0,3,2,2,0,0,0,0,237,1,4,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CMR,"MF,DF",25.0,1998.0,6.2,0,3,1,33.3,0.48,0.16,0.0,0.0,18.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting,CMR,"MF,DF",25.0,1998.0,6.2,0.0,0.0,0.0,7.0,1.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,37.0,3.0,12.0,20.0,misc
ESP-La Liga,2024-25,Las Palmas,Javier Muñoz,ESP,"MF,DF",29.0,1995.0,35,28,2588,28.8,1,3,4,1,0,0,5,0,1.3,1.3,2.5,3.7,36,108,91,0.03,0.1,0.14,0.03,0.14,0.04,0.09,0.13,0.04,0.13,standard,ESP,"MF,DF",29.0,1995.0,28.8,1411,44,272,814,342,32,1411,36,21,58.3,13,36.1,700,3825,1599,36,29,7,29,15,939,91,possession,ESP,"MF,DF",29.0,1995.0,35,2588.0,74.0,75.7,28.8,28,86.0,20,7,27.0,1,0.91,32.0,49.0,-17.0,-0.59,-0.16,27.7,50.8,-23.1,-0.8,0.0,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",29.0,1995.0,28.8,45,35,18,17,10,16,46,34.8,30,27,4,23,31,76,39,3,defense,ESP,"MF,DF",29.0,1995.0,28.8,918,1178,77.9,15854,4646,442,509,86.8,349,433,80.6,97,166,58.4,3,2.5,2.3,0.5,29,115,32,13,108,passing,ESP,"MF,DF",29.0,1995.0,28.8,58,2.02,44,4,5,0,3,2,8,0.28,7,1,0,0,0,0,goal_shot_creation,ESP,"MF,DF",29.0,1995.0,28.8,1178,1090,85,22,3,18,51,49,3,0,1,1,918,3,29,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",29.0,1995.0,28.8,1,25,6,24.0,0.87,0.21,0.04,0.17,21.8,0,0,0,1.3,1.3,0.05,-0.3,-0.3,shooting,ESP,"MF,DF",29.0,1995.0,28.8,5.0,0.0,0.0,30.0,26.0,2.0,51.0,31.0,35.0,0.0,0.0,0.0,112.0,15.0,26.0,36.6,misc
ESP-La Liga,2024-25,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",19.0,2004.0,14,12,969,10.8,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.5,8,39,9,0.09,0.0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,standard,ESP,"MF,DF",19.0,2004.0,10.8,570,33,148,339,90,6,570,24,11,45.8,9,37.5,238,1175,538,8,9,0,21,6,293,9,possession,ESP,"MF,DF",19.0,2004.0,14,969.0,69.0,28.3,10.8,12,75.0,3,2,35.0,1,0.64,7.0,17.0,-10.0,-0.93,-0.52,8.6,16.0,-7.4,-0.69,0.16,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",19.0,2004.0,10.8,29,14,13,13,3,12,28,42.9,16,25,4,21,15,44,26,1,defense,ESP,"MF,DF",19.0,2004.0,10.8,300,418,71.8,5892,1599,119,150,79.3,129,158,81.6,48,88,54.5,0,0.2,0.3,-0.2,7,28,8,0,39,passing,ESP,"MF,DF",19.0,2004.0,10.8,14,1.3,10,0,0,2,2,0,1,0.09,0,0,0,1,0,0,goal_shot_creation,ESP,"MF,DF",19.0,2004.0,10.8,418,397,18,14,0,9,4,2,1,1,0,0,300,3,8,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,"MF,DF",19.0,2004.0,10.8,1,5,2,40.0,0.46,0.19,0.2,0.5,23.1,0,0,0,0.3,0.3,0.05,0.7,0.7,shooting,ESP,"MF,DF",19.0,2004.0,10.8,4.0,0.0,0.0,21.0,14.0,0.0,4.0,15.0,14.0,0.0,1.0,0.0,61.0,17.0,13.0,56.7,misc
